Datetime,Time (abs/ms),Time (rel/ms),Date,Time,Type,No.,1:F,1:Fm',1:PAR,1:Temp,1:Y (II),1:ETR,1:Fo',1:qP,1:qN,1:qL,1:NPQ,1:Y (NO),1:Y (NPQ),1:Fo,1:Fm,1:Fv/Fm,1:AHum,1:Oxyg.,1:X1,1:X2,specimen_ID,subsample_ID
07/26/2022 19:09:20,1.66E+12,2012878,7/26/22,19:09:19,FO,116,140,271,0,-,0.483,0,-,-,-,-,-,-,-,140,271,0.483,-,-,-,-,20220726-BULL-003,20220726-BULL-003-B
07/26/2022 19:09:30,1.66E+12,2022892,7/26/22,19:09:29,FO,117,117,228,0,-,0.487,0,-,-,-,-,-,-,-,117,228,0.487,-,-,-,-,20220726-BULL-003,20220726-BULL-003-B
07/26/2022 19:09:37,1.66E+12,2029686,7/26/22,19:09:36,FO,118,6,11,0,-,-,-,-,-,-,-,-,-,-,6,11,-,-,-,-,-,NA,NA
07/26/2022 19:09:41,1.66E+12,2033771,7/26/22,19:09:40,FO,119,7,11,0,-,-,-,-,-,-,-,-,-,-,7,11,-,-,-,-,-,NA,NA
07/26/2022 19:10:45,1.66E+12,2097728,7/26/22,19:10:44,FO,120,124,233,0,-,0.468,0,-,-,-,-,-,-,-,124,233,0.468,-,-,-,-,20220726-BULL-003,20220726-BULL-003-C
07/26/2022 19:10:52,1.66E+12,2104695,7/26/22,19:10:51,FO,121,131,238,0,-,0.45,0,-,-,-,-,-,-,-,131,238,0.45,-,-,-,-,20220726-BULL-003,20220726-BULL-003-C
07/26/2022 19:11:00,1.66E+12,2113107,7/26/22,19:10:59,FO,122,129,238,0,-,0.458,0,-,-,-,-,-,-,-,129,238,0.458,-,-,-,-,20220726-BULL-003,20220726-BULL-003-C
07/26/2022 19:11:06,1.66E+12,2118649,7/26/22,19:11:05,FO,123,136,263,0,-,0.483,0,-,-,-,-,-,-,-,136,263,0.483,-,-,-,-,20220726-BULL-003,20220726-BULL-003-C
07/26/2022 19:11:11,1.66E+12,2124447,7/26/22,19:11:11,FO,124,155,312,0,-,0.503,0,-,-,-,-,-,-,-,155,312,0.503,-,-,-,-,20220726-BULL-003,20220726-BULL-003-C
07/26/2022 19:11:20,1.66E+12,2133399,7/26/22,19:11:20,FO,125,89,243,0,-,0.634,0,-,-,-,-,-,-,-,89,243,0.634,-,-,-,-,20220726-BULL-003,20220726-BULL-003-C
07/26/2022 19:11:29,1.66E+12,2142433,7/26/22,19:11:29,FO,126,123,249,0,-,0.506,0,-,-,-,-,-,-,-,123,249,0.506,-,-,-,-,20220726-BULL-003,20220726-BULL-003-C
