Datetime,Time (abs/ms),Time (rel/ms),Date,Time,Type,No.,1:F,1:Fm',1:PAR,1:Temp,1:Y (II),1:Fo',1:ETR-F.,1:qP,1:qN,1:qL,1:NPQ,1:Y (NO),1:Y (NPQ),1:Fo,1:Fm,1:Fv/Fm,1:AHum,1:Oxyg.,1:X1,1:X2,specimen_ID,subsample_ID
7/25/23 17:46,1.69E+12,4272059,7/25/23,17:46:09,FO,136,92,182,0,-,0.495,-,0.84,-,-,-,-,-,-,92,182,0.495,-,-,-,-,20230725-BULL-006,20230725-BULL-006-A
7/25/23 17:46,1.69E+12,4281754,7/25/23,17:46:18,FO,137,152,286,0,-,0.469,-,0.84,-,-,-,-,-,-,152,286,0.469,-,-,-,-,20230725-BULL-006,20230725-BULL-006-A
7/25/23 17:46,1.69E+12,4291268,7/25/23,17:46:28,FO,138,139,260,0,-,0.465,-,0.84,-,-,-,-,-,-,139,260,0.465,-,-,-,-,20230725-BULL-006,20230725-BULL-006-A
7/25/23 17:46,1.69E+12,4301752,7/25/23,17:46:38,FO,139,180,332,0,-,0.458,-,0.84,-,-,-,-,-,-,180,332,0.458,-,-,-,-,20230725-BULL-006,20230725-BULL-006-A
7/25/23 17:46,1.69E+12,4310920,7/25/23,17:46:47,FO,140,125,237,0,-,0.473,-,0.84,-,-,-,-,-,-,125,237,0.473,-,-,-,-,20230725-BULL-006,20230725-BULL-006-A
7/25/23 17:46,1.69E+12,4319350,7/25/23,17:46:56,FO,141,144,281,0,-,0.488,-,0.84,-,-,-,-,-,-,144,281,0.488,-,-,-,-,20230725-BULL-006,20230725-BULL-006-A
7/25/23 17:47,1.69E+12,4328957,7/25/23,17:47:05,FO,142,114,209,0,-,0.455,-,0.84,-,-,-,-,-,-,114,209,0.455,-,-,-,-,20230725-BULL-006,20230725-BULL-006-A
7/25/23 17:47,1.69E+12,4340992,7/25/23,17:47:17,FO,143,137,273,0,-,0.498,-,0.84,-,-,-,-,-,-,137,273,0.498,-,-,-,-,20230725-BULL-006,20230725-BULL-006-A
7/25/23 17:47,1.69E+12,4350741,7/25/23,17:47:27,FO,144,142,280,0,-,0.493,-,0.84,-,-,-,-,-,-,142,280,0.493,-,-,-,-,20230725-BULL-006,20230725-BULL-006-A
7/25/23 17:47,1.69E+12,4359062,7/25/23,17:47:36,FO,145,147,293,0,-,0.498,-,0.84,-,-,-,-,-,-,147,293,0.498,-,-,-,-,20230725-BULL-006,20230725-BULL-006-A
7/25/23 17:47,1.69E+12,4365781,7/25/23,17:47:42,FO,146,4,5,0,-,-,-,0.84,-,-,-,-,-,-,4,5,-,-,-,-,-,NA,NA
7/25/23 17:47,1.69E+12,4370008,7/25/23,17:47:46,FO,147,4,7,0,-,-,-,0.84,-,-,-,-,-,-,4,7,-,-,-,-,-,NA,NA
7/25/23 17:48,1.69E+12,4393060,7/25/23,17:48:10,FO,148,157,297,0,-,0.471,-,0.84,-,-,-,-,-,-,157,297,0.471,-,-,-,-,20230725-BULL-006,20230725-BULL-006-B
7/25/23 17:48,1.69E+12,4401709,7/25/23,17:48:18,FO,149,135,257,0,-,0.475,-,0.84,-,-,-,-,-,-,135,257,0.475,-,-,-,-,20230725-BULL-006,20230725-BULL-006-B
7/25/23 17:48,1.69E+12,4407688,7/25/23,17:48:24,FO,150,161,307,0,-,0.476,-,0.84,-,-,-,-,-,-,161,307,0.476,-,-,-,-,20230725-BULL-006,20230725-BULL-006-B
7/25/23 17:48,1.69E+12,4414670,7/25/23,17:48:31,FO,151,95,195,0,-,0.513,-,0.84,-,-,-,-,-,-,95,195,0.513,-,-,-,-,20230725-BULL-006,20230725-BULL-006-B
7/25/23 17:48,1.69E+12,4424490,7/25/23,17:48:41,FO,152,107,222,0,-,0.518,-,0.84,-,-,-,-,-,-,107,222,0.518,-,-,-,-,20230725-BULL-006,20230725-BULL-006-B
7/25/23 17:48,1.69E+12,4432134,7/25/23,17:48:49,FO,153,128,251,0,-,0.49,-,0.84,-,-,-,-,-,-,128,251,0.49,-,-,-,-,20230725-BULL-006,20230725-BULL-006-B
7/25/23 17:48,1.69E+12,4440072,7/25/23,17:48:57,FO,154,167,325,0,-,0.486,-,0.84,-,-,-,-,-,-,167,325,0.486,-,-,-,-,20230725-BULL-006,20230725-BULL-006-B
7/25/23 17:49,1.69E+12,4447114,7/25/23,17:49:04,FO,155,128,259,0,-,0.506,-,0.84,-,-,-,-,-,-,128,259,0.506,-,-,-,-,20230725-BULL-006,20230725-BULL-006-B
7/25/23 17:49,1.69E+12,4457818,7/25/23,17:49:14,FO,156,175,345,0,-,0.493,-,0.84,-,-,-,-,-,-,175,345,0.493,-,-,-,-,20230725-BULL-006,20230725-BULL-006-B
7/25/23 17:49,1.69E+12,4467680,7/25/23,17:49:24,FO,157,157,304,0,-,0.484,-,0.84,-,-,-,-,-,-,157,304,0.484,-,-,-,-,20230725-BULL-006,20230725-BULL-006-B
7/25/23 17:49,1.69E+12,4477230,7/25/23,17:49:34,FO,158,4,8,0,-,-,-,0.84,-,-,-,-,-,-,4,8,-,-,-,-,-,NA,NA
7/25/23 17:49,1.69E+12,4480806,7/25/23,17:49:37,FO,159,4,7,0,-,-,-,0.84,-,-,-,-,-,-,4,7,-,-,-,-,-,NA,NA
7/25/23 17:50,1.69E+12,4505919,7/25/23,17:50:02,FO,160,142,253,0,-,0.439,-,0.84,-,-,-,-,-,-,142,253,0.439,-,-,-,-,20230725-BULL-006,20230725-BULL-006-C
7/25/23 17:50,1.69E+12,4514890,7/25/23,17:50:11,FO,161,155,292,0,-,0.469,-,0.84,-,-,-,-,-,-,155,292,0.469,-,-,-,-,20230725-BULL-006,20230725-BULL-006-C
7/25/23 17:50,1.69E+12,4522778,7/25/23,17:50:19,FO,162,100,206,0,-,0.515,-,0.84,-,-,-,-,-,-,100,206,0.515,-,-,-,-,20230725-BULL-006,20230725-BULL-006-C
7/25/23 17:50,1.69E+12,4533250,7/25/23,17:50:30,FO,163,168,312,0,-,0.462,-,0.84,-,-,-,-,-,-,168,312,0.462,-,-,-,-,20230725-BULL-006,20230725-BULL-006-C
7/25/23 17:50,1.69E+12,4542907,7/25/23,17:50:39,FO,164,143,280,0,-,0.489,-,0.84,-,-,-,-,-,-,143,280,0.489,-,-,-,-,20230725-BULL-006,20230725-BULL-006-C
7/25/23 17:50,1.69E+12,4555508,7/25/23,17:50:52,FO,165,140,266,0,-,0.474,-,0.84,-,-,-,-,-,-,140,266,0.474,-,-,-,-,20230725-BULL-006,20230725-BULL-006-C
7/25/23 17:51,1.69E+12,4565753,7/25/23,17:51:02,FO,166,158,308,0,-,0.487,-,0.84,-,-,-,-,-,-,158,308,0.487,-,-,-,-,20230725-BULL-006,20230725-BULL-006-C
7/25/23 17:51,1.69E+12,4579360,7/25/23,17:51:16,FO,167,178,340,0,-,0.476,-,0.84,-,-,-,-,-,-,178,340,0.476,-,-,-,-,20230725-BULL-006,20230725-BULL-006-C
7/25/23 17:51,1.69E+12,4589514,7/25/23,17:51:26,FO,168,169,312,0,-,0.458,-,0.84,-,-,-,-,-,-,169,312,0.458,-,-,-,-,20230725-BULL-006,20230725-BULL-006-C
7/25/23 17:51,1.69E+12,4599230,7/25/23,17:51:36,FO,169,170,328,0,-,0.482,-,0.84,-,-,-,-,-,-,170,328,0.482,-,-,-,-,20230725-BULL-006,20230725-BULL-006-C
7/25/23 17:51,1.69E+12,4604921,7/25/23,17:51:41,FO,170,2,7,0,-,-,-,0.84,-,-,-,-,-,-,2,7,-,-,-,-,-,NA,NA
7/25/23 17:51,1.69E+12,4609087,7/25/23,17:51:46,FO,171,4,7,0,-,-,-,0.84,-,-,-,-,-,-,4,7,-,-,-,-,-,NA,NA
7/25/23 17:52,1.69E+12,4634110,7/25/23,17:52:11,FO,172,67,135,0,-,0.504,-,0.84,-,-,-,-,-,-,67,135,0.504,-,-,-,-,20230725-BULL-006,20230725-BULL-006-D
7/25/23 17:52,1.69E+12,4641231,7/25/23,17:52:18,FO,173,55,111,0,-,0.505,-,0.84,-,-,-,-,-,-,55,111,0.505,-,-,-,-,20230725-BULL-006,20230725-BULL-006-D
7/25/23 17:52,1.69E+12,4652812,7/25/23,17:52:29,FO,174,33,66,0,-,0.5,-,0.84,-,-,-,-,-,-,33,66,0.5,-,-,-,-,20230725-BULL-006,20230725-BULL-006-D
7/25/23 17:52,1.69E+12,4661319,7/25/23,17:52:38,FO,175,133,263,0,-,0.494,-,0.84,-,-,-,-,-,-,133,263,0.494,-,-,-,-,20230725-BULL-006,20230725-BULL-006-D
7/25/23 17:52,1.69E+12,4669517,7/25/23,17:52:46,FO,176,136,270,0,-,0.496,-,0.84,-,-,-,-,-,-,136,270,0.496,-,-,-,-,20230725-BULL-006,20230725-BULL-006-D
7/25/23 17:52,1.69E+12,4679151,7/25/23,17:52:56,FO,177,82,165,0,-,0.503,-,0.84,-,-,-,-,-,-,82,165,0.503,-,-,-,-,20230725-BULL-006,20230725-BULL-006-D
7/25/23 17:53,1.69E+12,4687700,7/25/23,17:53:04,FO,178,87,174,0,-,0.5,-,0.84,-,-,-,-,-,-,87,174,0.5,-,-,-,-,20230725-BULL-006,20230725-BULL-006-D
7/25/23 17:53,1.69E+12,4703509,7/25/23,17:53:20,FO,179,76,159,0,-,0.522,-,0.84,-,-,-,-,-,-,76,159,0.522,-,-,-,-,20230725-BULL-006,20230725-BULL-006-D
7/25/23 17:53,1.69E+12,4712536,7/25/23,17:53:29,FO,180,100,208,0,-,0.519,-,0.84,-,-,-,-,-,-,100,208,0.519,-,-,-,-,20230725-BULL-006,20230725-BULL-006-D
7/25/23 17:53,1.69E+12,4722267,7/25/23,17:53:39,FO,181,115,245,0,-,0.531,-,0.84,-,-,-,-,-,-,115,245,0.531,-,-,-,-,20230725-BULL-006,20230725-BULL-006-D
7/25/23 17:53,1.69E+12,4727615,7/25/23,17:53:44,FO,182,4,8,0,-,-,-,0.84,-,-,-,-,-,-,4,8,-,-,-,-,-,NA,NA
7/25/23 17:53,1.69E+12,4731329,7/25/23,17:53:48,FO,183,3,5,0,-,-,-,0.84,-,-,-,-,-,-,3,5,-,-,-,-,-,NA,NA
7/25/23 18:08,1.69E+12,5639943,7/25/23,18:08:56,FO,184,110,184,0,-,0.402,-,0.84,-,-,-,-,-,-,110,184,0.402,-,-,-,-,20230725-BULL-007,20230725-BULL-007-A
7/25/23 18:09,1.69E+12,5652060,7/25/23,18:09:09,FO,185,163,307,0,-,0.469,-,0.84,-,-,-,-,-,-,163,307,0.469,-,-,-,-,20230725-BULL-007,20230725-BULL-007-A
7/25/23 18:09,1.69E+12,5661340,7/25/23,18:09:18,FO,186,114,223,0,-,0.489,-,0.84,-,-,-,-,-,-,114,223,0.489,-,-,-,-,20230725-BULL-007,20230725-BULL-007-A
7/25/23 18:09,1.69E+12,5673866,7/25/23,18:09:30,FO,187,104,215,0,-,0.516,-,0.84,-,-,-,-,-,-,104,215,0.516,-,-,-,-,20230725-BULL-007,20230725-BULL-007-A
7/25/23 18:09,1.69E+12,5684439,7/25/23,18:09:41,FO,188,138,252,0,-,0.452,-,0.84,-,-,-,-,-,-,138,252,0.452,-,-,-,-,20230725-BULL-007,20230725-BULL-007-A
7/25/23 18:09,1.69E+12,5691670,7/25/23,18:09:48,FO,189,80,157,0,-,0.49,-,0.84,-,-,-,-,-,-,80,157,0.49,-,-,-,-,20230725-BULL-007,20230725-BULL-007-A
7/25/23 18:10,1.69E+12,5702595,7/25/23,18:09:59,FO,190,133,266,0,-,0.5,-,0.84,-,-,-,-,-,-,133,266,0.5,-,-,-,-,20230725-BULL-007,20230725-BULL-007-A
7/25/23 18:10,1.69E+12,5713107,7/25/23,18:10:10,FO,191,165,301,0,-,0.452,-,0.84,-,-,-,-,-,-,165,301,0.452,-,-,-,-,20230725-BULL-007,20230725-BULL-007-A
7/25/23 18:10,1.69E+12,5721395,7/25/23,18:10:18,FO,192,121,246,0,-,0.508,-,0.84,-,-,-,-,-,-,121,246,0.508,-,-,-,-,20230725-BULL-007,20230725-BULL-007-A
7/25/23 18:10,1.69E+12,5732172,7/25/23,18:10:29,FO,193,142,255,0,-,0.443,-,0.84,-,-,-,-,-,-,142,255,0.443,-,-,-,-,20230725-BULL-007,20230725-BULL-007-A
7/25/23 18:17,1.69E+12,6141921,7/25/23,18:17:18,FO,194,1,20,0,-,-,-,0.84,-,-,-,-,-,-,1,20,-,-,-,-,-,NA,NA
7/25/23 18:17,1.69E+12,6145723,7/25/23,18:17:22,FO,195,5,19,0,-,-,-,0.84,-,-,-,-,-,-,5,19,-,-,-,-,-,NA,NA
7/25/23 18:17,1.69E+12,6154301,7/25/23,18:17:31,FO,196,108,173,0,-,0.376,-,0.84,-,-,-,-,-,-,108,173,0.376,-,-,-,-,20230725-BULL-007,20230725-BULL-007-B
7/25/23 18:17,1.69E+12,6165861,7/25/23,18:17:42,FO,197,162,345,0,-,0.53,-,0.84,-,-,-,-,-,-,162,345,0.53,-,-,-,-,20230725-BULL-007,20230725-BULL-007-B
7/25/23 18:17,1.69E+12,6177528,7/25/23,18:17:54,FO,198,138,257,0,-,0.463,-,0.84,-,-,-,-,-,-,138,257,0.463,-,-,-,-,20230725-BULL-007,20230725-BULL-007-B
7/25/23 18:18,1.69E+12,6188654,7/25/23,18:18:05,FO,199,139,297,0,-,0.532,-,0.84,-,-,-,-,-,-,139,297,0.532,-,-,-,-,20230725-BULL-007,20230725-BULL-007-B
7/25/23 18:18,1.69E+12,6197971,7/25/23,18:18:14,FO,200,159,301,0,-,0.472,-,0.84,-,-,-,-,-,-,159,301,0.472,-,-,-,-,20230725-BULL-007,20230725-BULL-007-B
7/25/23 18:18,1.69E+12,6206451,7/25/23,18:18:23,FO,201,104,202,0,-,0.485,-,0.84,-,-,-,-,-,-,104,202,0.485,-,-,-,-,20230725-BULL-007,20230725-BULL-007-B
7/25/23 18:18,1.69E+12,6216746,7/25/23,18:18:33,FO,202,136,244,0,-,0.443,-,0.84,-,-,-,-,-,-,136,244,0.443,-,-,-,-,20230725-BULL-007,20230725-BULL-007-B
7/25/23 18:18,1.69E+12,6224970,7/25/23,18:18:41,FO,203,143,262,0,-,0.454,-,0.84,-,-,-,-,-,-,143,262,0.454,-,-,-,-,20230725-BULL-007,20230725-BULL-007-B
7/25/23 18:18,1.69E+12,6232567,7/25/23,18:18:49,FO,204,126,227,0,-,0.445,-,0.84,-,-,-,-,-,-,126,227,0.445,-,-,-,-,20230725-BULL-007,20230725-BULL-007-B
7/25/23 18:18,1.69E+12,6239880,7/25/23,18:18:56,FO,205,153,296,0,-,0.483,-,0.84,-,-,-,-,-,-,153,296,0.483,-,-,-,-,20230725-BULL-007,20230725-BULL-007-B
7/25/23 18:19,1.69E+12,6245522,7/25/23,18:19:02,FO,206,2,9,0,-,-,-,0.84,-,-,-,-,-,-,2,9,-,-,-,-,-,NA,NA
7/25/23 18:19,1.69E+12,6249580,7/25/23,18:19:06,FO,207,2,6,0,-,-,-,0.84,-,-,-,-,-,-,2,6,-,-,-,-,-,NA,NA
7/25/23 18:19,1.69E+12,6287588,7/25/23,18:19:44,FO,208,163,209,0,-,0.22,-,0.84,-,-,-,-,-,-,163,209,0.22,-,-,-,-,20230725-BULL-007,20230725-BULL-007-C
7/25/23 18:19,1.69E+12,6296332,7/25/23,18:19:53,FO,209,126,238,0,-,0.471,-,0.84,-,-,-,-,-,-,126,238,0.471,-,-,-,-,20230725-BULL-007,20230725-BULL-007-C
7/25/23 18:20,1.69E+12,6304752,7/25/23,18:20:01,FO,210,181,344,0,-,0.474,-,0.84,-,-,-,-,-,-,181,344,0.474,-,-,-,-,20230725-BULL-007,20230725-BULL-007-C
7/25/23 18:20,1.69E+12,6313460,7/25/23,18:20:10,FO,211,143,263,0,-,0.456,-,0.84,-,-,-,-,-,-,143,263,0.456,-,-,-,-,20230725-BULL-007,20230725-BULL-007-C
7/25/23 18:20,1.69E+12,6324329,7/25/23,18:20:21,FO,212,92,163,0,-,0.436,-,0.84,-,-,-,-,-,-,92,163,0.436,-,-,-,-,20230725-BULL-007,20230725-BULL-007-C
7/25/23 18:20,1.69E+12,6331689,7/25/23,18:20:28,FO,213,165,300,0,-,0.45,-,0.84,-,-,-,-,-,-,165,300,0.45,-,-,-,-,20230725-BULL-007,20230725-BULL-007-C
7/25/23 18:20,1.69E+12,6340063,7/25/23,18:20:37,FO,214,115,208,0,-,0.447,-,0.84,-,-,-,-,-,-,115,208,0.447,-,-,-,-,20230725-BULL-007,20230725-BULL-007-C
7/25/23 18:20,1.69E+12,6347790,7/25/23,18:20:44,FO,215,116,202,0,-,0.426,-,0.84,-,-,-,-,-,-,116,202,0.426,-,-,-,-,20230725-BULL-007,20230725-BULL-007-C
7/25/23 18:20,1.69E+12,6353148,7/25/23,18:20:50,FO,216,168,273,0,-,0.385,-,0.84,-,-,-,-,-,-,168,273,0.385,-,-,-,-,20230725-BULL-007,20230725-BULL-007-C
7/25/23 18:20,1.69E+12,6359384,7/25/23,18:20:56,FO,217,143,197,0,-,0.274,-,0.84,-,-,-,-,-,-,143,197,0.274,-,-,-,-,20230725-BULL-007,20230725-BULL-007-C
