specimen_ID,subsample_ID,length,width,...5
20220726-BULL-024,20220726-BULL-024-A,29.5,3.4,
20220726-BULL-024,20220726-BULL-024-B,28.2,3.4,with pneumatocyst: 32.6
20220726-BULL-024,20220726-BULL-024-C,21,4,
20220726-BULL-024,20220726-BULL-024-D,31.7,3.6,
20220726-BULL-024,20220726-BULL-024-E,27.8,4.3,
20220726-BULL-024,20220726-BULL-024-F,27.5,3.4,with pneumatocyst: 30.1
20220726-BULL-024,20220726-BULL-024-G,23.2,2.8,with pneumatocyst: 27.2
20220726-BULL-024,20220726-BULL-024-H,32.6,3.8,with pneumatocyst: 36.4
20220726-BULL-024,20220726-BULL-024-I,14.1,2.6,
20220726-BULL-024,20220726-BULL-024-J,15,3.9,
20220726-BULL-025,20220726-BULL-025-A,47.9,25.6,
20220726-BULL-026,20220726-BULL-026-A,9,13.5,
20220726-BULL-027,20220726-BULL-027-A,41.5,21,
20220726-BULL-028,20220726-BULL-028-A,15.5,14.5,
20220726-BULL-028,20220726-BULL-028-B,15.5,18,
20220726-BULL-028,20220726-BULL-028-C,11,14.5,
20220726-BULL-028,20220726-BULL-028-D,13.7,7.5,
20220726-BULL-028,20220726-BULL-028-E,21.7,17.4,
20220726-BULL-028,20220726-BULL-028-F,NA,NA,
20220726-BULL-029,20220726-BULL-029-A,16.1,6.5,
20220726-BULL-029,20220726-BULL-029-B,13.5,4.8,
20220726-BULL-029,20220726-BULL-029-C,30.3,18.6,
20220726-BULL-029,20220726-BULL-029-D,25.7,23,
20220726-BULL-029,20220726-BULL-029-E,28.9,18.5,
20220726-BULL-029,20220726-BULL-029-F,NA,NA,
20220726-BULL-030,20220726-BULL-030-A,21.6,7.5,
20220726-BULL-030,20220726-BULL-030-B,23,17,
20220726-BULL-030,20220726-BULL-030-C,23.5,13.5,
20220726-BULL-030,20220726-BULL-030-D,33.5,28.5,
20220726-BULL-030,20220726-BULL-030-E,25.5,20,
20220726-BULL-030,20220726-BULL-030-F,NA,NA,
20220726-BULL-031,20220726-BULL-031-A,16.4,16,
20220726-BULL-031,20220726-BULL-031-B,13.4,11.5,
20220726-BULL-031,20220726-BULL-031-C,19,15.5,
20220726-BULL-031,20220726-BULL-031-D,16.7,13.1,
20220726-BULL-031,20220726-BULL-031-E,25,26.5,
20220726-BULL-031,20220726-BULL-031-F,NA,NA,
20220726-BULL-032,20220726-BULL-032-A,25.8,11.4,
20220726-BULL-032,20220726-BULL-032-B,25.2,4.9,
20220726-BULL-032,20220726-BULL-032-C,33.1,11.3,
20220726-BULL-032,20220726-BULL-032-D,18.7,3.5,
20220726-BULL-032,20220726-BULL-032-E,26.5,12.5,
20220726-BULL-032,20220726-BULL-032-F,NA,NA,
20220726-BULL-032,20220726-BULL-032-G,10.6,53.5,
20220726-BULL-033,20220726-BULL-033-A,137.9,10.2,
20220726-BULL-033,20220726-BULL-033-B,102.1,7.9,
20220726-BULL-033,20220726-BULL-033-C,44.7,6.6,
20220726-BULL-033,20220726-BULL-033-D,26.8,4.5,
20220726-BULL-033,20220726-BULL-033-E,54.7,NA,bad scan of datasheet
20220726-BULL-033,20220726-BULL-033-F,NA,NA,
20220726-BULL-033,20220726-BULL-033-G,28.8,0.8,
20220726-BULL-033,20220726-BULL-033-H,NA,7.2,
20220726-BULL-034,20220726-BULL-034-A,182.4,12.5,
20220726-BULL-034,20220726-BULL-034-B,99.7,7.2,
20220726-BULL-034,20220726-BULL-034-C,106.4,6.2,
20220726-BULL-034,20220726-BULL-034-D,117.9,5.7,
20220726-BULL-034,20220726-BULL-034-E,107.4,5.4,
20220726-BULL-034,20220726-BULL-034-F,NA,NA,
20220726-BULL-034,20220726-BULL-034-G,37.3,1.6,
20220726-BULL-034,20220726-BULL-034-H,NA,NA,
20220726-BULL-035,20220726-BULL-035-A,75,20.5,
20220726-BULL-036,20220726-BULL-036-A,99,27,
20220811-AQUE-001,20220811-AQUE-001-A,31,8.2,
20220811-AQUE-001,20220811-AQUE-001-B,22.5,5.7,
20220811-AQUE-001,20220811-AQUE-001-C,19.5,5.7,
20220811-AQUE-002,20220811-AQUE-002-A,45.5,18.3,
20220811-AQUE-002,20220811-AQUE-002-B,NA,NA,
20220811-AQUE-003,20220811-AQUE-003-A,42.2,14.2,
20220811-AQUE-004,20220811-AQUE-004-A,44.5,17.7,
20220811-AQUE-004,20220811-AQUE-004-B,12.9,4.4,
20220811-AQUE-004,20220811-AQUE-004-C,NA,NA,
20220811-AQUE-005,20220811-AQUE-005-A,135.5,53,
20220811-AQUE-005,20220811-AQUE-005-B,NA,NA,
20220812-AQUE-001,20220812-AQUE-001-A,10.5,8.3,
20220812-AQUE-002,20220812-AQUE-002-A,17.5,14.7,
20220812-AQUE-002,20220812-AQUE-002-B,18.3,20.2,
20220812-AQUE-003,20220812-AQUE-003-A,20,21,
20220812-AQUE-004,20220812-AQUE-004-A,350,18,
20220812-AQUE-005,20220812-AQUE-005-A,135,27,
20220815-MOHK-001,20220815-MOHK-001-A,6.8,8,
20220815-MOHK-001,20220815-MOHK-001-B,9.4,8.5,
20220815-MOHK-001,20220815-MOHK-001-C,9,12.9,
20220815-MOHK-001,20220815-MOHK-001-D,5,5.4,
20220815-MOHK-001,20220815-MOHK-001-E,7.3,4,
20220815-MOHK-001,20220815-MOHK-001-F,5.4,6.1,
20220815-MOHK-001,20220815-MOHK-001-G,NA,NA,
20220815-MOHK-002,20220815-MOHK-002-A,15.5,21.5,
20220815-MOHK-003,20220815-MOHK-003-A,23.9,5.3,
20220815-MOHK-003,20220815-MOHK-003-B,5.8,2.4,
20220815-MOHK-004,20220815-MOHK-004-A,5.5,6.5,
20220815-MOHK-004,20220815-MOHK-004-B,6.1,7.3,
20220815-MOHK-004,20220815-MOHK-004-C,6.5,6.5,
20220815-MOHK-004,20220815-MOHK-004-D,9.1,9.3,
20220815-MOHK-004,20220815-MOHK-004-E,NA,NA,
20220815-MOHK-005,20220815-MOHK-005-A,7.1,3.7,
20220815-MOHK-005,20220815-MOHK-005-B,8.9,7.3,
20220815-MOHK-005,20220815-MOHK-005-C,9.2,7,
20220815-MOHK-005,20220815-MOHK-005-D,NA,NA,
20220815-MOHK-006,20220815-MOHK-006-A,7.3,8.2,
20220815-MOHK-006,20220815-MOHK-006-B,11.7,6.4,
20220815-MOHK-006,20220815-MOHK-006-C,9.7,3.2,
20220815-MOHK-006,20220815-MOHK-006-D,5.9,4.5,
20220815-MOHK-007,20220815-MOHK-007-A,9.8,7.9,
20220815-MOHK-007,20220815-MOHK-007-B,9.5,6.8,
20220815-MOHK-007,20220815-MOHK-007-C,8.9,11.3,
20220815-MOHK-007,20220815-MOHK-007-D,NA,NA,
20220815-MOHK-008,20220815-MOHK-008-A,8.2,4.5,
20220815-MOHK-008,20220815-MOHK-008-B,5.3,3.7,
20220815-MOHK-008,20220815-MOHK-008-C,8.3,4.8,
20220815-MOHK-008,20220815-MOHK-008-D,NA,NA,
20220815-MOHK-009,20220815-MOHK-009-A,15.9,9.9,
20220815-MOHK-009,20220815-MOHK-009-B,18.8,7.7,
20220815-MOHK-009,20220815-MOHK-009-C,26.2,9,
20220815-MOHK-009,20220815-MOHK-009-D,NA,NA,
20220815-MOHK-010,20220815-MOHK-010-A,23.6,12.5,
20220815-MOHK-010,20220815-MOHK-010-B,20.4,23.5,
20220815-MOHK-011,20220815-MOHK-011-A,7.4,4.8,
20220815-MOHK-011,20220815-MOHK-011-B,6.8,5,
20220815-MOHK-011,20220815-MOHK-011-C,6.6,3.9,
20220815-MOHK-011,20220815-MOHK-011-D,NA,NA,
20220815-MOHK-012,20220815-MOHK-012-A,22.3,13,
20220815-MOHK-012,20220815-MOHK-012-B,26.2,10.5,
20220815-MOHK-012,20220815-MOHK-012-C,22.8,11.8,
20220815-MOHK-012,20220815-MOHK-012-D,NA,NA,
20220815-MOHK-013,20220815-MOHK-013-A,184.4,13.7,
20220815-MOHK-013,20220815-MOHK-013-B,129.2,10.6,
20220815-MOHK-013,20220815-MOHK-013-C,114.2,8.3,
20220815-MOHK-013,20220815-MOHK-013-D,86.5,10,
20220815-MOHK-013,20220815-MOHK-013-E,NA,NA,
20220815-MOHK-013,20220815-MOHK-013-F,14.3,1,
20220815-MOHK-013,20220815-MOHK-013-G,NA,13,
20220815-MOHK-014,20220815-MOHK-014-A,228,27.3,
20220815-MOHK-014,20220815-MOHK-014-B,4.2,1,
20220815-MOHK-014,20220815-MOHK-014-C,NA,7,
20220815-MOHK-015,20220815-MOHK-015-A,22.6,9.3,
20220815-MOHK-015,20220815-MOHK-015-B,28,11,
20220815-MOHK-015,20220815-MOHK-015-C,25.5,12.8,
20220815-MOHK-015,20220815-MOHK-015-D,NA,NA,
20220815-MOHK-016,20220815-MOHK-016-A,96.5,12.1,
20220815-MOHK-016,20220815-MOHK-016-B,24,8.4,
20220815-MOHK-016,20220815-MOHK-016-C,50.3,7.6,
20220815-MOHK-016,20220815-MOHK-016-D,57.7,7.9,
20220815-MOHK-016,20220815-MOHK-016-E,NA,NA,
20220815-MOHK-016,20220815-MOHK-016-F,29.8,1,
20220815-MOHK-016,20220815-MOHK-016-G,NA,10,
20220815-MOHK-017,20220815-MOHK-017-A,152.7,15,
20220815-MOHK-017,20220815-MOHK-017-B,111.8,8.9,
20220815-MOHK-017,20220815-MOHK-017-C,152.7,13,
20220815-MOHK-017,20220815-MOHK-017-D,86.3,12.1,
20220815-MOHK-017,20220815-MOHK-017-E,NA,NA,
20220815-MOHK-017,20220815-MOHK-017-F,18,1,
20220815-MOHK-017,20220815-MOHK-017-G,NA,9.5,
20220815-MOHK-018,20220815-MOHK-018-A,312,23,
20220815-MOHK-018,20220815-MOHK-018-B,5,0.5,
20220815-MOHK-018,20220815-MOHK-018-C,NA,10.6,
20220815-MOHK-019,20220815-MOHK-019-A,5,4.8,
20220815-MOHK-019,20220815-MOHK-019-B,3.9,5.6,
20220815-MOHK-019,20220815-MOHK-019-C,4.7,5.3,
20220815-MOHK-019,20220815-MOHK-019-D,NA,NA,
20220818-AQUE-001,20220818-AQUE-001-A,6.1,6.2,
20220818-AQUE-001,20220818-AQUE-001-B,7,8.4,
20220818-AQUE-001,20220818-AQUE-001-C,6.7,7.7,
20220818-AQUE-001,20220818-AQUE-001-D,NA,NA,
20220818-AQUE-002,20220818-AQUE-002-A,4.9,5.9,
20220818-AQUE-002,20220818-AQUE-002-B,3.9,5.4,
20220818-AQUE-002,20220818-AQUE-002-C,6.3,8.1,
20220818-AQUE-002,20220818-AQUE-002-D,NA,NA,
20220824-CARP-001,20220824-CARP-001-A,15.6,11.2,
20220824-CARP-001,20220824-CARP-001-B,12.4,9.6,
20220824-CARP-002,20220824-CARP-002-A,6,7.8,
20220824-CARP-002,20220824-CARP-002-B,8.3,10,
20220824-CARP-002,20220824-CARP-002-C,5.2,5.9,
20220824-CARP-002,20220824-CARP-002-D,NA,NA,
20220824-CARP-003,20220824-CARP-003-A,12.2,6.5,
20220824-CARP-003,20220824-CARP-003-B,15,14.8,
20220824-CARP-003,20220824-CARP-003-C,10.3,10.5,
20220824-CARP-003,20220824-CARP-003-D,NA,NA,
20220824-CARP-004,20220824-CARP-004-A,29.8,10.4,
20220824-CARP-004,20220824-CARP-004-B,33.4,9.9,
20220824-CARP-004,20220824-CARP-004-C,29.8,9.4,
20220824-CARP-004,20220824-CARP-004-D,NA,NA,
20220824-CARP-005,20220824-CARP-005-A,6.8,5.6,
20220824-CARP-005,20220824-CARP-005-B,5,4,
20220824-CARP-005,20220824-CARP-005-C,6.1,7,
20220824-CARP-005,20220824-CARP-005-D,NA,NA,
20220824-CARP-006,20220824-CARP-006-A,11.5,6.5,
20220824-CARP-006,20220824-CARP-006-B,15.3,13.1,
20220824-CARP-006,20220824-CARP-006-C,15.1,13.5,
20220824-CARP-006,20220824-CARP-006-D,NA,NA,
20220824-CARP-007,20220824-CARP-007-A,30,10.7,
20220824-CARP-007,20220824-CARP-007-B,25,7.3,
20220824-CARP-007,20220824-CARP-007-C,28.3,6.6,
20220824-CARP-007,20220824-CARP-007-D,NA,NA,
20220824-CARP-008,20220824-CARP-008-A,5.7,8.2,
20220824-CARP-008,20220824-CARP-008-B,8.9,10.7,
20220824-CARP-008,20220824-CARP-008-C,7.3,11.4,
20220824-CARP-008,20220824-CARP-008-D,NA,NA,
20220824-CARP-009,20220824-CARP-009-A,11.7,10.5,
20220824-CARP-009,20220824-CARP-009-B,9.5,7.2,
20220824-CARP-009,20220824-CARP-009-C,10,6.3,
20220824-CARP-009,20220824-CARP-009-D,NA,NA,
20220824-CARP-010,20220824-CARP-010-A,19.6,17.8,
20220824-CARP-010,20220824-CARP-010-B,21.3,18,
20220824-CARP-010,20220824-CARP-010-C,16.8,13.1,
20220824-CARP-010,20220824-CARP-010-D,NA,NA,
20220824-CARP-011,20220824-CARP-011-A,6.2,14.5,
20220824-CARP-011,20220824-CARP-011-B,22.5,14,
20220824-CARP-011,20220824-CARP-011-C,15.1,7.6,
20220824-CARP-011,20220824-CARP-011-D,NA,NA,
20220824-CARP-012,20220824-CARP-012-A,27.9,10.8,
20220824-CARP-012,20220824-CARP-012-B,35.1,8.9,
20220824-CARP-012,20220824-CARP-012-C,23.5,9.5,
20220824-CARP-012,20220824-CARP-012-D,NA,NA,
20220824-CARP-013,20220824-CARP-013-A,16.3,14,
20220824-CARP-013,20220824-CARP-013-B,14,11,
20220824-CARP-013,20220824-CARP-013-C,15.3,15,
20220824-CARP-013,20220824-CARP-013-D,NA,NA,
20220824-CARP-014,20220824-CARP-014-A,14.2,15.5,
20220824-CARP-015,20220824-CARP-015-A,8,5.1,
20220824-CARP-015,20220824-CARP-015-B,10,7.5,
20220824-CARP-015,20220824-CARP-015-C,11.4,14,
20220824-CARP-015,20220824-CARP-015-D,NA,NA,
20220824-CARP-016,20220824-CARP-016-A,11.7,5.1,
20220824-CARP-016,20220824-CARP-016-B,15.4,14.3,
20220824-CARP-016,20220824-CARP-016-C,8.5,6.5,
20220824-CARP-016,20220824-CARP-016-D,NA,NA,
20220824-CARP-017,20220824-CARP-017-A,9.3,11.2,
20220824-CARP-017,20220824-CARP-017-B,16.7,8.5,
20220824-CARP-017,20220824-CARP-017-C,9.9,8,
20220824-CARP-017,20220824-CARP-017-D,NA,NA,
20220824-CARP-018,20220824-CARP-018-A,13,14.5,
20220824-CARP-018,20220824-CARP-018-B,7,10,
20220824-CARP-018,20220824-CARP-018-C,14.1,19,
20220824-CARP-018,20220824-CARP-018-D,NA,NA,
20220824-CARP-019,20220824-CARP-019-A,7.4,5.2,
20220824-CARP-019,20220824-CARP-019-B,11.6,16.5,
20220824-CARP-019,20220824-CARP-019-C,10.8,11,
20220824-CARP-019,20220824-CARP-019-D,NA,NA,
20220824-CARP-020,20220824-CARP-020-A,5.8,7.3,
20220824-CARP-020,20220824-CARP-020-B,5.5,5.9,
20220824-CARP-020,20220824-CARP-020-C,5.7,9,
20220824-CARP-020,20220824-CARP-020-D,NA,NA,
20220824-CARP-021,20220824-CARP-021-A,12,13.5,
20220824-CARP-021,20220824-CARP-021-B,9,13.4,
20220824-CARP-021,20220824-CARP-021-C,12.4,10,
20220824-CARP-021,20220824-CARP-021-D,NA,NA,
20220824-MOHK-001,20220824-MOHK-001-A,199,25.6,
20220824-MOHK-001,20220824-MOHK-001-B,3.2,1,
20220824-MOHK-001,20220824-MOHK-001-C,NA,8.2,
20220824-MOHK-002,20220824-MOHK-002-A,130,24,
20220824-MOHK-002,20220824-MOHK-002-B,3.2,0.8,
20220824-MOHK-002,20220824-MOHK-002-C,NA,NA,
20220824-MOHK-003,20220824-MOHK-003-A,114,21.5,
20220824-MOHK-003,20220824-MOHK-003-B,4.5,0.8,
20220824-MOHK-003,20220824-MOHK-003-C,NA,7,
20220824-MOHK-004,20220824-MOHK-004-A,111.5,22.5,
20220824-MOHK-004,20220824-MOHK-004-B,3.6,0.9,
20220824-MOHK-004,20220824-MOHK-004-C,NA,7.5,
20220824-MOHK-005,20220824-MOHK-005-A,248,23.4,
20220824-MOHK-005,20220824-MOHK-005-B,3.8,0.8,
20220824-MOHK-006,20220824-MOHK-006-A,32.3,7.1,
20220824-MOHK-006,20220824-MOHK-006-B,32.5,12.3,
20220824-MOHK-006,20220824-MOHK-006-C,30.7,19.3,
20220824-MOHK-006,20220824-MOHK-006-D,NA,NA,
20220824-MOHK-007,20220824-MOHK-007-A,31.4,7.4,
20220824-MOHK-007,20220824-MOHK-007-B,24.9,5.3,
20220824-MOHK-007,20220824-MOHK-007-C,20.1,5.2,
20220824-MOHK-007,20220824-MOHK-007-D,NA,NA,
20220824-MOHK-008,20220824-MOHK-008-A,41.5,16,
20220824-MOHK-008,20220824-MOHK-008-B,34.8,14,
20220824-MOHK-008,20220824-MOHK-008-C,29,8.9,
20220824-MOHK-008,20220824-MOHK-008-D,NA,NA,
20220824-MOHK-009,20220824-MOHK-009-A,146.5,22.1,
20220824-MOHK-009,20220824-MOHK-009-B,3.8,0.9,
20220824-MOHK-009,20220824-MOHK-009-C,NA,7,
20220824-MOHK-010,20220824-MOHK-010-A,28.6,10.4,
20220824-MOHK-010,20220824-MOHK-010-B,24.1,9.4,
20220824-MOHK-010,20220824-MOHK-010-C,28,6.7,
20220824-MOHK-010,20220824-MOHK-010-D,NA,NA,
